CardId,RuleFamily,RuleCategory,Trigger,Base,Translate,WordCategory,Before,After,Answer,Outcome,Why,Why-Cym
c000471,"Soft, Contact",Adjective+Noun,prif,diben,aim/purpose,noun-masc,Cafodd y prif,ei drafod yn y cyfarfod.,ddiben,SM,prif before the noun causes soft mutation: diben → ddiben (d→dd).,Mae prif o flaen yr enw yn achosi treiglad meddal: diben → ddiben (d→dd).
c000472,"Soft, Contact",Adjective+Noun,prif,bwriad,intention,noun-masc,Dyma’r prif,yn y prosiect.,fwriad,SM,prif before the noun causes soft mutation: bwriad → fwriad (b→f).,Mae prif o flaen yr enw yn achosi treiglad meddal: bwriad → fwriad (b→f).
c000473,"Soft, Contact",Adjective+Noun,Prif,Gweinidog,Minister,noun-masc,Cyhoeddodd y Prif,y penderfyniad.,Weinidog,SM,"In the set phrase Prif Weinidog, prif causes soft mutation; with g-, the g disappears: Gweinidog → Weinidog.","Yn yr ymadrodd Prif Weinidog, mae prif yn achosi treiglad meddal; gyda g-, mae’r g yn diflannu: Gweinidog → Weinidog."
c000474,"Soft, Contact",Adjective+Noun,prif,pwrpas,purpose,noun-masc,Pa yw’r prif,o’r cynllun?,bwrpas,SM,prif causes soft mutation: pwrpas → bwrpas (p→b).,Mae prif yn achosi treiglad meddal: pwrpas → bwrpas (p→b).
c000475,"Soft, Contact",Adjective+Noun,yr holl,gwaith,work,noun-masc,Fe wnaethon ni yr holl,cyn amser.,waith,SM,"The preposed word holl (“all”) causes soft mutation on the following noun. With g-, the g disappears: gwaith → waith.","Mae’r gair blaen holl (“all”) yn achosi treiglad meddal ar yr enw sy’n dilyn. Gyda g-, mae’r g yn diflannu: gwaith → waith."
c000476,"Soft, Contact",Adjective+Noun,yr holl,dillad,clothes,noun-pl,Golchwyd yr holl,cyn y daith.,ddillad,SM,holl before the noun causes soft mutation: dillad → ddillad (d→dd).,Mae holl o flaen enw yn achosi treiglad meddal: dillad → ddillad (d→dd).
c000477,"Soft, Contact",Adjective+Noun,holl,plant,children,noun-pl,Daeth eu holl,yn ôl yn ddiogel.,blant,SM,holl before the noun causes soft mutation: plant → blant (p→b).,Mae holl o flaen enw yn achosi treiglad meddal: plant → blant (p→b).
c000478,"Soft, Contact",Adjective+Noun,ambell,tro,time/occasion,noun-masc,Weithiau mae ambell,yn tynnu sylw.,dro,SM,ambell (“an occasional…”) before a noun causes soft mutation: tro → dro (t→d).,Mae ambell o flaen enw yn achosi treiglad meddal: tro → dro (t→d).
c000479,"Soft, Contact",Adjective+Noun,ambell,cân,song,noun-fem,Clywsom ni ambell,ar y radio.,gân,SM,ambell before the noun causes soft mutation: cân → gân (c→g).,Mae ambell o flaen enw yn achosi treiglad meddal: cân → gân (c→g).
c000480,"Soft, Contact",Adjective+Noun,ambell,gwall,error,noun-masc,Dim ond ambell ,achlysurol sydd yn y ddogfen,wall,SM,"ambell causes soft mutation; with g-, the g disappears: gwall → wall.","Mae ambell yn achosi treiglad meddal; gyda g-, mae’r g yn diflannu: gwall → wall."
c000481,"Soft, Contact",Adjective+Noun,unig,plentyn,child,noun-masc,Maen nhw’n magu unig,ar hyn o bryd.,blentyn,SM,unig (“only”) before a noun causes soft mutation: plentyn → blentyn (p→b).,Mae unig (“only”) o flaen enw yn achosi treiglad meddal: plentyn → blentyn (p→b).
c000482,"Soft, Contact",Adjective+Noun,unig,dadl,debate/argument,noun-fem,Dyma’r unig,a godwyd yn y pwyllgor.,ddadl,SM,unig before the noun causes soft mutation: dadl → ddadl (d→dd).,Mae unig o flaen enw yn achosi treiglad meddal: dadl → ddadl (d→dd).
c000483,"Soft, Contact",Adjective+Noun,cyn-,llywydd,president/chair,noun-masc,Siaradodd y cyn-,yn y seremoni.,lywydd,SM,The prefix cyn- (“ex-/former”) causes soft mutation on the noun; ll- becomes l- in soft mutation: llywydd → lywydd.,Mae’r rhagddodiad cyn- (“former”) yn achosi treiglad meddal; mae ll- yn troi’n l-: llywydd → lywydd.
c000484,"Soft, Contact",Adjective+Noun,uwch-,capten,captain,noun-masc,Penodwyd uwch-,yn y fyddin.,gapten,SM,The prefix uwch- causes soft mutation: capten → gapten (c→g).,Mae’r rhagddodiad uwch- yn achosi treiglad meddal: capten → gapten (c→g).
c000485,"Soft, Contact",Adjective+Noun,is-,golygydd,editor,noun-masc,Dysgais lawer gan yr is-,yn y tîm.,olygydd,SM,"The prefix is- causes soft mutation; with g-, the g disappears: golygydd → olygydd.","Mae’r rhagddodiad is- yn achosi treiglad meddal; gyda g-, mae’r g yn diflannu: golygydd → olygydd."
c000486,"Soft, Contact",Adjective+Noun,dirprwy,pennaeth,head/ headteacher,noun-masc,Holwch y dirprwy,os oes cwestiynau pellach.,bennaeth,SM,dirprwy (“deputy”) before a noun causes soft mutation: pennaeth → bennaeth (p→b).,Mae dirprwy (“deputy”) o flaen enw yn achosi treiglad meddal: pennaeth → bennaeth (p→b).
c000487,None,Adjective+Noun,pob,tŷ,house,noun-masc,Mae pob,yn y stryd wedi’i baentio’n wyn.,tŷ,NONE,"pob (“every”) is a common exception: it comes before the noun but does not cause soft mutation, so tŷ stays tŷ.","Mae pob (“every”) yn eithriad cyffredin: mae o flaen yr enw ond nid yw’n achosi treiglad meddal, felly mae tŷ yn aros yn tŷ."
c000488,None,Adjective+Noun,pob,ci,dog,noun-masc,Rydyn ni’n gwobrwyo pob,ar ôl y wers.,ci,NONE,"pob does not cause mutation, so ci stays ci.","Nid yw pob yn achosi treiglad, felly mae ci yn aros yn ci."
c000489,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),mynd,to go,verb-noun,Wnaethon nhw,adref neithiwr.,fynd,SM,"In this common spoken pattern (wnaeth + subject + verb-noun), the verb-noun soft-mutates after the subject: mynd → fynd (m→f).","Yn y patrwm llafar cyffredin (wnaeth + pwnc + ferfenw), mae’r ferfenw yn treiglo’n feddal ar ôl y pwnc: mynd → fynd (m→f)."
c000490,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),gweld,to see,verb-noun,Alla i,o fan hyn.,weld,SM,"After the subject in patterns like Alla i + verb-noun, the following verb-noun often takes soft mutation; with g-, the g disappears: gweld → weld.","Ar ôl y pwnc mewn patrymau fel Alla i + ferfenw, mae’r ferfenw’n aml yn cael treiglad meddal; gyda g-, mae’r g yn diflannu: gweld → weld."
c000491,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),dod,to come,verb-noun,Wnei di,yn gynnar?,ddod,SM,"In Wnei di + verb-noun, the verb-noun soft-mutates after the subject: dod → ddod (d→dd).","Yn Wnei di + ferfenw, mae’r ferfenw yn treiglo’n feddal ar ôl y pwnc: dod → ddod (d→dd)."
c000492,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),prynu,to buy,verb-noun,Wnes i,’r tocyn ddoe.,brynu,SM,"In Wnes i + verb-noun, the verb-noun soft-mutates after the subject: prynu → brynu (p→b).","Yn Wnes i + ferfenw, mae’r ferfenw yn treiglo’n feddal ar ôl y pwnc: prynu → brynu (p→b)."
c000493,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),tŷ,house,noun-masc,Gwelodd e,bach ger y traeth.,dŷ,SM,"After the subject, the next noun (the start of what’s being said about the subject) often takes soft mutation: tŷ → dŷ (t→d).","Ar ôl y pwnc, mae’r enw nesaf (dechrau’r hyn sy’n cael ei ddweud) yn aml yn cael treiglad meddal: tŷ → dŷ (t→d)."
c000494,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),car,car,noun-masc,Prynodd Aled,newydd ddoe.,gar,SM,"After the subject, the following noun often takes soft mutation: car → gar (c→g).","Ar ôl y pwnc, mae’r enw sy’n dilyn yn aml yn cael treiglad meddal: car → gar (c→g)."
c000495,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),braw,fright/terror,noun-masc,Ces i,pan welais i’r bil.,fraw,SM,"After the subject, the next noun often takes soft mutation: braw → fraw (b→f).","Ar ôl y pwnc, mae’r enw sy’n dilyn yn aml yn cael treiglad meddal: braw → fraw (b→f)."
c000496,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),darn,piece,noun-masc,Gadawodd y dyn,papur ar y ddesg.,ddarn,SM,"After the subject, the following noun often takes soft mutation: darn → ddarn (d→dd).","Ar ôl y pwnc, mae’r enw sy’n dilyn yn aml yn cael treiglad meddal: darn → ddarn (d→dd)."
c000497,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),copi,copy,noun-masc,Cymerodd Heledd,o’r adroddiad.,gopi,SM,"After the subject, the following noun often takes soft mutation: copi → gopi (c→g).","Ar ôl y pwnc, mae’r enw sy’n dilyn yn aml yn cael treiglad meddal: copi → gopi (c→g)."
c000498,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),pwynt,point,noun-masc,Rhoddodd y tîm,yn hwyr yn y gêm.,bwynt,SM,"After the subject, the following noun often takes soft mutation: pwynt → bwynt (p→b).","Ar ôl y pwnc, mae’r enw sy’n dilyn yn aml yn cael treiglad meddal: pwynt → bwynt (p→b)."
c000499,None,SubjectBoundary,Subject boundary (immutable initial),llong,ship,noun-fem,Gwelodd hi,fawr ar y llyn.,llong,NONE,"This is a place where soft mutation often happens, but ll- doesn’t change, so there’s no visible change: llong stays llong.","Dyma fan lle mae treiglad meddal yn aml yn digwydd, ond nid yw ll- yn newid, felly does dim newid gweledol: llong yn aros yn llong."
c000500,None,SubjectBoundary,Subject boundary (immutable initial),rhiant,parent,noun-masc,Gwelodd hi,newydd wrth y drws.,rhiant,NONE,"Soft mutation can apply after the subject, but rh- doesn’t change, so rhiant stays rhiant.","Gall treiglad meddal ddigwydd ar ôl y pwnc, ond nid yw rh- yn newid, felly mae rhiant yn aros yn rhiant."
c000501,"Soft, Structure",SubjectBoundary,Subject boundary (after subject),torri,to break/cut,verb-noun,Wnaeth Sioned,y rheolau.,dorri,SM,"In Wnaeth + subject + verb-noun, the verb-noun soft-mutates after the subject: torri → dorri (t→d).","Yn Wnaeth + pwnc + ferfenw, mae’r ferfenw yn treiglo’n feddal ar ôl y pwnc: torri → dorri (t→d)."
c000502,"Soft, Structure",SubjectBoundary,ddaru,cyrraedd,to arrive,verb-noun,Ddaru nhw,yn brydlon.,gyrraedd,SM,"In this northern pattern ((d)daru + subject + verb-noun), the verb-noun after the subject takes soft mutation: c→g, so cyrraedd → gyrraedd.","Yn y patrwm gogleddol ((d)daru + pwnc + ferfenw), mae’r ferfenw ar ôl y pwnc yn cael treiglad meddal: c→g, felly cyrraedd → gyrraedd."
c000503,"Soft, Structure",SubjectBoundary,dylai,dysgu,to learn,verb-noun,Dylai hi,mwy o Gymraeg.,ddysgu,SM,"After a verb like dylai followed by the subject, the next verb-noun takes soft mutation: d→dd, so dysgu → ddysgu.","Ar ôl berf fel dylai ac yna’r pwnc, mae’r ferfenw nesaf yn cael treiglad meddal: d→dd, felly dysgu → ddysgu."
c000504,"Soft, Structure",SubjectBoundary,hoffwn,prynu,to buy,verb-noun,Hoffwn i,docyn nawr.,brynu,SM,"After hoffwn + subject, the following verb-noun takes soft mutation: p→b, so prynu → brynu.","Ar ôl hoffwn + pwnc, mae’r ferfenw sy’n dilyn yn cael treiglad meddal: p→b, felly prynu → brynu."
c000505,"Soft, Structure",SubjectBoundary,ceson,gwybod,to know,verb-noun,Ceson ni,yn y cyfarfod.,wybod,SM,"After the subject, the following verb-noun takes soft mutation; with g-, the g disappears: gwybod → wybod.","Ar ôl y pwnc, mae’r ferfenw sy’n dilyn yn cael treiglad meddal; gyda g-, mae’r g yn diflannu: gwybod → wybod."
c000506,"Soft, Structure",SubjectBoundary,wnes,colli,to lose,verb-noun,Wnes i,fy nhrac neithiwr!,golli,SM,"In Wnes i + verb-noun, the verb-noun after the subject takes soft mutation: c→g, so colli → golli.","Yn Wnes i + ferfenw, mae’r ferfenw ar ôl y pwnc yn cael treiglad meddal: c→g, felly colli → golli."
c000507,"Soft, Structure",SubjectBoundary,ga i,gweld,to see,verb-noun,Ga i,"y rhestr, os gwelwch yn dda?",weld,SM,"In Ga i + verb-noun, the verb-noun after the subject takes soft mutation; with g-, the g disappears: gweld → weld.","Yn Ga i + ferfenw, mae’r ferfenw ar ôl y pwnc yn cael treiglad meddal; gyda g-, mae’r g yn diflannu: gweld → weld."
c000508,"Soft, Structure",SubjectBoundary,gafodd,cynnig,offer,noun-masc,Gafodd e,arbennig gan y cwmni.,gynnig,SM,"After the subject, the next word starting the phrase often takes soft mutation: c→g, so cynnig → gynnig.","Ar ôl y pwnc, mae’r gair nesaf sy’n dechrau’r ymadrodd yn aml yn cael treiglad meddal: c→g, felly cynnig → gynnig."
c000509,None,SubjectBoundary,yn,mynd,to go,verb-noun,Mae hi’n,adref rŵan.,mynd,NONE,"With bod (“Mae…”) you normally have the linking word yn before a verb-noun, and that means the verb-noun stays in its basic form: mynd stays mynd.","Gyda bod (“Mae…”), mae’r gair cysylltu yn fel arfer o flaen ferfenw, ac mae hynny’n golygu bod y ferfenw yn aros yn y ffurf sylfaenol: mynd yn aros yn mynd."
c000510,None,SubjectBoundary,yn,talu,to pay,verb-noun,Roedden nhw’n,dros y penwythnos.,talu,NONE,"In bod tenses (Roedden…), the required yn means the verb-noun stays basic: talu stays talu.","Mewn amseroedd bod (Roedden…), mae’r yn gorfodol yn golygu bod y ferfenw yn aros yn sylfaenol: talu yn aros yn talu."
c000511,"Soft, Structure",SubjectBoundary,gawson,papur,paper,noun-masc,Mi gawson ni,da heddiw!,bapur,SM,"After the subject, the first noun that follows can take soft mutation: p→b, so papur → bapur.","Ar ôl y pwnc, gall yr enw cyntaf sy’n dilyn gael treiglad meddal: p→b, felly papur → bapur."
c000512,"Soft, Structure",SubjectBoundary,wnaeth,darllen,to read,verb-noun,Wnaeth y plant,y llyfr ddoe.,ddarllen,SM,"In Wnaeth + subject + verb-noun, the verb-noun after the subject takes soft mutation: d→dd, so darllen → ddarllen.","Yn Wnaeth + pwnc + ferfenw, mae’r ferfenw ar ôl y pwnc yn cael treiglad meddal: d→dd, felly darllen → ddarllen."
c000513,None,Subordinator,os,daw,(he/she) will come,verb,Os,"Freddie i’r parti, bydda i’n dweud wrtho.",daw,NONE,"os (“if”, for a real/likely condition) does not trigger mutation. You simply use the normal verb form after it, so daw stays daw.","Nid yw os (“if”, am amod go iawn/tebygol) yn achosi treiglad. Defnyddir y ffurf arferol ar y ferf ar ei ôl, felly mae daw yn aros yn daw."
c000514,None,Subordinator,os,bydd,(he/she) will be,verb,Os,"hi’n dod heno, awn ni draw.",bydd,NONE,"os does not mutate the following verb, so bydd stays bydd.","Nid yw os yn treiglo’r ferf sy’n dilyn, felly mae bydd yn aros yn bydd."
c000515,None,Subordinator,os,oes,there is/are,verb,Os,"digon o ddiddordeb, trefnwn ddosbarth.",oes,NONE,"After os, you use the normal form oes; os is not a mutation trigger.","Ar ôl os, defnyddir y ffurf arferol oes; nid yw os yn achosi treiglad."
c000516,None,Subordinator,os,cewch,you will get,verb,Os,"chi gipolwg, rhowch wybod i ni.",cewch,NONE,"os does not change the start of the next verb, so cewch stays cewch.","Nid yw os yn newid dechrau’r ferf sy’n dilyn, felly mae cewch yn aros yn cewch."
c000517,None,Subordinator,os,caiff,(he/she) will get,verb,Os,"e wahoddiad, âiff e.",caiff,NONE,"os does not cause mutation; you keep the normal verb form, so caiff stays caiff.","Nid yw os yn achosi treiglad; cadwch y ffurf arferol, felly mae caiff yn aros yn caiff."
c000518,None,Subordinator,os,aiff,(he/she) will go,verb,Os,"hi ar y trên, bydd hi yno’n brydlon.",aiff,NONE,"os is not a mutation trigger, so aiff stays aiff.","Nid yw os yn achosi treiglad, felly mae aiff yn aros yn aiff."
c000519,None,Subordinator,os,gwelwch,you see,verb,Os,"chi wall, anfonwch neges atom.",gwelwch,NONE,os does not soften or change g- here; the verb stays gwelwch.,Nid yw os yn meddalu nac yn newid g- yma; mae’r ferf yn aros yn gwelwch.
c000520,None,Subordinator,os,ewch,go (you),verb,Os,"chi’n gynnar, cawn ni ddechrau’n brydlon.",ewch,NONE,os does not cause mutation; ewch stays ewch.,Nid yw os yn achosi treiglad; mae ewch yn aros yn ewch.
c000521,None,Subordinator,os,arhoswch,wait/stay (you),verb,Os,"ychydig, fe ddaw’r athro’n fuan.",arhoswch,NONE,"os does not mutate the following verb, so arhoswch stays arhoswch.","Nid yw os yn treiglo’r ferf sy’n dilyn, felly mae arhoswch yn aros yn arhoswch."
c000522,None,Subordinator,os,byddwch,you will be,verb,Os,"chi’n gofyn, cawn ni ateb clir.",byddwch,NONE,os does not cause mutation; byddwch stays byddwch.,Nid yw os yn achosi treiglad; mae byddwch yn aros yn byddwch.
c000523,None,Subordinator,os,cawn,we will get,verb,Os,"ni seibiant, parhawn ni i weithio.",cawn,NONE,"os is not a mutation trigger, so cawn stays cawn.","Nid yw os yn achosi treiglad, felly mae cawn yn aros yn cawn."
c000524,None,Subordinator,pe,bai,were (would be),verb,Pe,"bai hi’n barod, gallen ni fynd.",bai,NONE,"pe is used for an unreal/hypothetical “if”, but it does not cause mutation. You choose the right conditional form (here bai), and it stays bai.","Defnyddir pe ar gyfer “if” dychmygol, ond nid yw’n achosi treiglad. Dewisir y ffurf amodol gywir (yma bai), ac mae’n aros yn bai."
c000525,None,Subordinator,pe,bawn,I were,verb,Pe,"bawn i’n cael saib, baswn i’n dod.",bawn,NONE,"pe does not mutate the verb; you use the conditional form bawn, unchanged.","Nid yw pe yn treiglo’r ferf; defnyddir y ffurf amodol bawn, heb newid."
c000526,None,Subordinator,pe,tawn,I were,verb,Pe,"tawn i yn dy le di, fyddwn i ddim yn gwneud hynny.",tawn,NONE,pe does not cause mutation; tawn stays tawn.,Nid yw pe yn achosi treiglad; mae tawn yn aros yn tawn.
c000527,None,Subordinator,pe,bydden,they/we would be,verb,Pe,"bydden nhw’n aros, bydden ni’n falch.",bydden,NONE,pe introduces a hypothetical clause but does not mutate the following verb: bydden stays bydden.,Mae pe yn cyflwyno cymal dychmygol ond nid yw’n treiglo’r ferf: bydden yn aros yn bydden.
c000528,None,Subordinator,pe,byddai,would be,verb,Pe,"byddai hi’n dod yn gynnar, byddai’n well.",byddai,NONE,pe does not cause mutation; byddai stays byddai.,Nid yw pe yn achosi treiglad; byddai yn aros yn byddai.
